	File	RelType	ExplConn	Conn1	SClass1A	SClass1B	Conn2	SClass2A	SClass2B	Sup1	Arg1	Arg2	Sup2
328	!5532612.txt	AltLex	Ein Grund für den Lehrer-Mangel	NA	Contingency.Cause.Reason	NA	NA	NA	NA	NA	In Deutschland fehlen ungefähr 40 Tausend Lehrer	"Ein Grund für den Lehrer-Mangel ist,
dass zu wenige Menschen eine Ausbildung zum Lehrer machen"	NA
329	!5532612.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	"Ein Grund für den Lehrer-Mangel ist,
dass zu wenige Menschen eine Ausbildung zum Lehrer machen"	Schulen haben verschiedene Lösungen für den Lehrer-Mangel	NA
330	!5532612.txt	Explicit	Zum Beispiel	NA	Expansion.Instantiation.Arg2-as-instance	NA	NA	NA	NA	NA	Schulen haben verschiedene Lösungen für den Lehrer-Mangel	Es gibt weniger Unterricht für die Schüler	NA
331	!5532612.txt	Implicit	NA	oder	Expansion.Disjunction	NA	NA	NA	NA	NA	Es gibt weniger Unterricht für die Schüler	Es gibt größere Schul-Klassen	NA
332	!5532612.txt	Implicit	NA	oder	Expansion.Disjunction	NA	NA	NA	NA	NA	Es gibt größere Schul-Klassen	"Es unterrichten wieder Lehrer,
die bereits in Rente waren"	NA
333	!5532612.txt	Implicit	NA	oder	Expansion.Disjunction	NA	NA	NA	NA	NA	"Es unterrichten wieder Lehrer,
die bereits in Rente waren"	"Es unterrichten angehende Lehrer,
die noch keinen Berufs-Abschluss haben"	NA
334	!5532612.txt	Explicit	auch	NA	Comparison.Similarity	Expansion.Conjunction	NA	NA	NA	Schulen stellen Quer-Einsteiger als Lehrer ein	"Es unterrichten angehende Lehrer,
die noch keinen Berufs-Abschluss haben"	Oft wird...diese Lösung ausprobiert	NA
335	!5532612.txt	Implicit	NA	obwohl	Comparison.Concession.Arg1-as-denier	NA	NA	NA	NA	NA	Schulen stellen Quer-Einsteiger als Lehrer ein	Quer-Einsteiger haben den Lehrer-Beruf nicht studiert	NA
336	!5532612.txt	Implicit	NA	stattdessen	Expansion.Substitution.Arg2-as-subst	NA	NA	NA	NA	NA	Quer-Einsteiger haben den Lehrer-Beruf nicht studiert	Sie haben nur ein Fach studiert	zum Beispiel Geschichte, Deutsch oder Mathe
337	!5532612.txt	Explicit	aber	NA	Comparison.Concession.Arg2-as-denier	NA	NA	NA	NA	zum Beispiel Geschichte, Deutsch oder Mathe	Sie haben nur ein Fach studiert	Sie haben...nicht gelernt,	NA
338	!5532612.txt	AltLex	Sie haben...nicht gelernt	NA	Comparison.Similarity	NA	NA	NA	NA	NA	"Sie haben aber nicht gelernt,
wie man Kinder und Jugendliche unterrichtet"	"Sie haben nicht gelernt,
wie man anderen etwas beibringt"	NA
339	!5532612.txt	Explicit	deshalb	NA	Contingency.Cause.Result	NA	NA	NA	NA	NA	"Sie haben nicht gelernt,
wie man anderen etwas beibringt"	Viele Quer-Einsteiger machen...eine Weiter-Bildung	NA
340	!5532612.txt	Implicit	NA	das heißt	Expansion.Level-of-detail.Arg2-as-detail	NA	NA	NA	NA	NA	Viele Quer-Einsteiger machen deshalb eine Weiter-Bildung	Sie lernen hier den Lehrer-Beruf	NA
341	!5532612.txt	AltLex	Sie lernen...Sie lernen	NA	Expansion.Level-of-detail.Arg2-as-detail	NA	NA	NA	NA	NA	Sie lernen hier den Lehrer-Beruf	"Sie lernen,
zu unterrichten und richtig mit Kindern
und Jugendlichen umzugehen"	NA
342	!5532612.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	"Sie lernen,
zu unterrichten und richtig mit Kindern
und Jugendlichen umzugehen"	Es gibt unterschiedliche Meinungen zu Quer-Einsteigern	NA
343	!5532612.txt	AltLex	Einige Menschen	NA	Expansion.Instantiation.Arg2-as-instance	NA	NA	NA	NA	NA	Es gibt unterschiedliche Meinungen zu Quer-Einsteigern	"Einige Menschen finden:
Quer-Einsteiger sind toll für den Lehrer-Beruf.
Sie haben vielleicht schon woanders gearbeitet.
Sie haben vielleicht einen praktischen Blick auf ihre Fächer.
Sie bringen andere Erfahrungen mit als die anderen Lehrer.
Aber:
Die Politik muss sich darum kümmern,
dass die Quer-Einsteiger
eine gute pädagogische Ausbildung bekommen"	NA
344	!5532612.txt	Implicit	NA	denn	Contingency.Cause+Belief.Reason+Belief	NA	NA	NA	NA	NA	Quer-Einsteiger sind toll für den Lehrer-Beruf	"Sie haben vielleicht schon woanders gearbeitet.
Sie haben vielleicht einen praktischen Blick auf ihre Fächer.
Sie bringen andere Erfahrungen mit als die anderen Lehrer"	NA
345	!5532612.txt	Implicit	NA	deshalb	Contingency.Cause.Result	NA	NA	NA	NA	NA	Sie haben vielleicht schon woanders gearbeitet	Sie haben vielleicht einen praktischen Blick auf ihre Fächer	NA
346	!5532612.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Sie haben vielleicht einen praktischen Blick auf ihre Fächer	Sie bringen andere Erfahrungen mit als die anderen Lehrer	NA
347	!5532612.txt	Explicit	Aber	NA	Comparison.Concession.Arg2-as-denier	NA	NA	NA	NA	NA	Quer-Einsteiger sind toll für den Lehrer-Beruf	"Die Politik muss sich darum kümmern,
dass die Quer-Einsteiger
eine gute pädagogische Ausbildung bekommen"	NA
348	!5532612.txt	Explicit	aber	NA	Comparison.Contrast	NA	NA	NA	NA	"Sie haben vielleicht schon woanders gearbeitet.
Sie haben vielleicht einen praktischen Blick auf ihre Fächer.
Sie bringen andere Erfahrungen mit als die anderen Lehrer.
Aber:
Die Politik muss sich darum kümmern,
dass die Quer-Einsteiger
eine gute pädagogische Ausbildung bekommen"	"Einige Menschen finden:
Quer-Einsteiger sind toll für den Lehrer-Beruf"	"Einige Menschen finden...Quer-Einsteiger sind auf Dauer keine Lösung
für den Lehrer-Mangel"	"In jedem Bundes-Land ist die Weiter-Bildung anders.
Nicht jede Weiter-Bildung hat eine gute Qualität.
Nicht immer sind Quer-Einsteiger danach für den Unterricht bereit.
Schulen brauchen gut ausgebildete Lehrer.

Außerdem werden seit ein paar Jahren
wieder mehr Kinder in Deutschland geboren.
In Zukunft gibt es also mehr Schüler.
Und es werden noch mehr Lehrer gebraucht.
Die Politik muss sich endlich kümmern.
Sie muss den Lehrer-Beruf beliebter machen.
Sie muss dafür sorgen,
dass mehr Menschen eine Ausbildung zum Lehrer machen.
Zum Beispiel durch mehr Studien-Plätze
in der Lehrer-Ausbildung an den Universitäten.
Und durch eine bessere Bezahlung der fertig ausgebildeten Lehrer"
349	!5532612.txt	Implicit	NA	denn	Contingency.Cause+Belief.Reason+Belief	NA	NA	NA	NA	NA	"Quer-Einsteiger sind auf Dauer keine Lösung
für den Lehrer-Mangel"	"In jedem Bundes-Land ist die Weiter-Bildung anders.
Nicht jede Weiter-Bildung hat eine gute Qualität.
Nicht immer sind Quer-Einsteiger danach für den Unterricht bereit.
Schulen brauchen gut ausgebildete Lehrer"	NA
350	!5532612.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	In jedem Bundes-Land ist die Weiter-Bildung anders	Nicht jede Weiter-Bildung hat eine gute Qualität	NA
351	!5532612.txt	Implicit	NA	deshalb	Contingency.Cause.Result	NA	NA	NA	NA	NA	Nicht jede Weiter-Bildung hat eine gute Qualität	Nicht immer sind Quer-Einsteiger danach für den Unterricht bereit	NA
352	!5532612.txt	Implicit	NA	aber	Comparison.Concession.Arg1-as-denier	NA	NA	NA	NA	NA	Nicht immer sind Quer-Einsteiger danach für den Unterricht bereit	Schulen brauchen gut ausgebildete Lehrer	NA
353	!5532612.txt	Explicit	Außerdem	NA	Expansion.Conjunction	NA	NA	NA	NA	NA	"Nicht immer sind Quer-Einsteiger danach für den Unterricht bereit.
Schulen brauchen gut ausgebildete Lehrer"	"werden seit ein paar Jahren
wieder mehr Kinder in Deutschland geboren.
In Zukunft gibt es also mehr Schüler.
Und es werden noch mehr Lehrer gebraucht"	NA
354	!5532612.txt	AltLex	seit ein paar Jahren...In Zukunft	NA	Temporal.Asynchronous.Precedence	NA	NA	NA	NA	NA	"Außerdem werden seit ein paar Jahren
wieder mehr Kinder in Deutschland geboren"	In Zukunft gibt es also mehr Schüler	NA
355	!5532612.txt	Explicit	also	NA	Contingency.Cause.Result	NA	NA	NA	NA	NA	"Außerdem werden seit ein paar Jahren
wieder mehr Kinder in Deutschland geboren"	In Zukunft gibt es...mehr Schüler	NA
356	!5532612.txt	Explicit	Und	NA	Contingency.Cause.Result	NA	NA	NA	NA	NA	In Zukunft gibt es also mehr Schüler	es werden noch mehr Lehrer gebraucht	NA
357	!5532612.txt	Implicit	NA	deshalb	Contingency.Cause+Belief.Result+Belief	NA	NA	NA	NA	NA	Und es werden noch mehr Lehrer gebraucht	Die Politik muss sich endlich kümmern	NA
358	!5532612.txt	Implicit	NA	indem	Expansion.Manner.Arg2-as-manner	Expansion.Level-of-detail.Arg2-as-detail	NA	NA	NA	NA	Die Politik muss sich endlich kümmern	Sie muss den Lehrer-Beruf beliebter machen	NA
359	!5532612.txt	AltLex	Sie muss...Sie muss	NA	Expansion.Conjunction	NA	NA	NA	NA	NA	Sie muss den Lehrer-Beruf beliebter machen	"Sie muss dafür sorgen,
dass mehr Menschen eine Ausbildung zum Lehrer machen"	"Zum Beispiel durch mehr Studien-Plätze
in der Lehrer-Ausbildung an den Universitäten.
Und durch eine bessere Bezahlung der fertig ausgebildeten Lehrer"
360	!5527228.txt	Implicit	NA	deshalb	Contingency.Cause.Result	NA	NA	NA	NA	NA	Musik spielt eine große Rolle in Berlin	Menschen mit Behinderungen wollen daran teilhaben	NA
361	!5527228.txt	Implicit	NA	denn	Contingency.Cause.Reason	NA	NA	NA	NA	NA	Menschen mit Behinderungen wollen daran teilhaben	Elektronische Musik gehört zu Berlin	NA
362	!5527228.txt	Implicit	NA	nämlich	Contingency.Cause+Belief.Reason+Belief	Expansion.Level-of-detail.Arg2-as-detail	NA	NA	NA	NA	Elektronische Musik gehört zu Berlin	"Bei vielen Partys in Berlin läuft elektronische Musik.
Viele Menschen tanzen gern zu elektronischer Musik.
Und viele Menschen machen selbst elektronische Musik"	NA
363	!5527228.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Bei vielen Partys in Berlin läuft elektronische Musik	Viele Menschen tanzen gern zu elektronischer Musik	NA
364	!5527228.txt	Explicit	Und	NA	Expansion.Conjunction	NA	NA	NA	NA	NA	Viele Menschen tanzen gern zu elektronischer Musik	viele Menschen machen selbst elektronische Musik	NA
365	!5527228.txt	Implicit	NA	genauer gesagt	Expansion.Level-of-detail.Arg2-as-detail	NA	NA	NA	NA	NA	Und viele Menschen machen selbst elektronische Musik	Sie machen diese Musik in ihrer Freizeit oder als Beruf	NA
366	!5527228.txt	Implicit	NA	auch	Comparison.Similarity	NA	NA	NA	NA	NA	Sie machen diese Musik in ihrer Freizeit oder als Beruf	Menschen mit Behinderungen wollen teilhaben	NA
367	!5527228.txt	Explicit	auch	NA	Comparison.Similarity	NA	NA	NA	NA	NA	Und viele Menschen machen selbst elektronische Musik	Menschen mit Behinderungen machen...Musik	NA
368	!5527228.txt	Explicit	Aber	NA	Comparison.Concession.Arg2-as-denier	NA	NA	NA	NA	NA	Menschen mit Behinderungen machen auch Musik	"für Menschen mit Behinderungen gibt es
nur wenige Verbindungen mit elektronischer Musik"	NA
369	!5527228.txt	AltLex	Das bedeutet	NA	Expansion.Level-of-detail.Arg2-as-detail	NA	NA	NA	NA	NA	"Aber für Menschen mit Behinderungen gibt es
nur wenige Verbindungen mit elektronischer Musik"	"Das bedeutet:
Es gibt wenig Möglichkeiten zum Musik machen.
Und bei den Partys mit elektronischer Musik
können Menschen mit Behinderungen oft nicht mitfeiern"	NA
370	!5527228.txt	Explicit	Und	NA	Expansion.Conjunction	NA	NA	NA	NA	NA	Es gibt wenig Möglichkeiten zum Musik machen	"bei den Partys mit elektronischer Musik
können Menschen mit Behinderungen oft nicht mitfeiern"	NA
371	!5527228.txt	Implicit	NA	denn	Contingency.Cause.Reason	NA	NA	NA	NA	NA	"Und bei den Partys mit elektronischer Musik
können Menschen mit Behinderungen oft nicht mitfeiern"	Die Partys fangen oft zu spät an	NA
372	!5527228.txt	Explicit	Dann	NA	Temporal.Synchronous	NA	NA	NA	NA	NA	Die Partys fangen oft zu spät an	gibt es keine Fahr-Dienste mehr	NA
373	!5527228.txt	Explicit	und	NA	Contingency.Cause.Result	Expansion.Conjunction	NA	NA	NA	NA	Dann gibt es keine Fahr-Dienste mehr	die Menschen können nicht zur Party kommen	NA
374	!5527228.txt	Explicit	auch	NA	Comparison.Similarity	NA	NA	NA	NA	NA	und die Menschen können nicht zur Party kommen	Sie können...nicht nach Hause kommen	NA
375	!5527228.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Sie können auch nicht nach Hause kommen	Das ist sehr schade	NA
376	!5527228.txt	Implicit	NA	deshalb	Contingency.Cause.Result	Temporal.Asynchronous.Precedence	NA	NA	NA	NA	Das ist sehr schade	Einige Menschen in Berlin wollen das ändern	NA
377	!5527228.txt	Implicit	NA	indem	Expansion.Level-of-detail.Arg2-as-detail	Expansion.Manner.Arg2-as-manner	NA	NA	NA	NA	Einige Menschen in Berlin wollen das ändern	"Sie wollen Menschen mit Behinderungen
und elektronische Musik zusammenbringen"	NA
378	!5527228.txt	Explicit	bereits	NA	Temporal.Asynchronous.Succession	NA	NA	NA	NA	NA	"Sie wollen Menschen mit Behinderungen
und elektronische Musik zusammenbringen"	Welche Verbindungen gibt es	NA
379	!5527228.txt	Hypophora	NA	NA	NA	NA	NA	NA	NA	NA	Welche Verbindungen gibt es bereits	"Der Verein Lebenshilfe will eine eigene Platten-Firma
für Menschen mit Behinderungen gründen.
Das ist ein großes Ziel.
Aber zuerst fängt der Verein klein an.
Er organisiert verschiedene Musik-Angebote
für Menschen mit Behinderungen.

Dazu gehören zum Beispiel:
• eine Arbeits-Gruppe zum Musik machen
• eine inklusive Party"	NA
380	!5527228.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	"Der Verein Lebenshilfe will eine eigene Platten-Firma
für Menschen mit Behinderungen gründen"	Das ist ein großes Ziel	NA
381	!5527228.txt	Explicit	Aber	NA	Comparison.Concession.Arg2-as-denier	NA	NA	NA	NA	NA	Das ist ein großes Ziel	zuerst fängt der Verein klein an	NA
382	!5527228.txt	Explicit	zuerst	NA	Temporal.Asynchronous.Succession	NA	NA	NA	NA	"Der Verein Lebenshilfe will eine eigene Platten-Firma
für Menschen mit Behinderungen gründen"	Das ist ein großes Ziel	Aber...fängt der Verein klein an	"Er organisiert verschiedene Musik-Angebote
für Menschen mit Behinderungen"
383	!5527228.txt	Implicit	NA	indem	Expansion.Manner.Arg2-as-manner	Expansion.Level-of-detail.Arg2-as-detail	NA	NA	NA	NA	Aber zuerst fängt der Verein klein an	"Er organisiert verschiedene Musik-Angebote
für Menschen mit Behinderungen"	NA
384	!5527228.txt	Explicit	zum Beispiel	NA	Expansion.Instantiation.Arg2-as-instance	NA	NA	NA	NA	NA	"Er organisiert verschiedene Musik-Angebote
für Menschen mit Behinderungen"	"Dazu gehören...eine Arbeits-Gruppe zum Musik machen
• eine inklusive Party"	NA
385	!5527228.txt	Implicit	NA	also	Contingency.Cause+SpeechAct.Result+SpeechAct	NA	NA	NA	NA	NA	"Dazu gehören zum Beispiel:
• eine Arbeits-Gruppe zum Musik machen
• eine inklusive Party"	Was ist die Arbeits-Gruppe zum Musik machen	NA
386	!5527228.txt	Hypophora	NA	NA	NA	NA	NA	NA	NA	NA	Was ist die Arbeits-Gruppe zum Musik machen	"Der Verein Lebenshilfe organisiert
eine Arbeits-Gruppe zum Musik machen.
Die Arbeits-Gruppe heißt: Ick mach Welle.
In der Arbeits-Gruppe können Menschen mit Behinderungen
verschiedene Instrumente ausprobieren.
Dazu gehören zum Beispiel auch Geräte von einem DJ"	NA
387	!5527228.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	"Der Verein Lebenshilfe organisiert
eine Arbeits-Gruppe zum Musik machen"	Die Arbeits-Gruppe heißt: Ick mach Welle	NA
388	!5527228.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Die Arbeits-Gruppe heißt: Ick mach Welle	"In der Arbeits-Gruppe können Menschen mit Behinderungen
verschiedene Instrumente ausprobieren"	NA
389	!5527228.txt	Explicit	zum Beispiel auch	NA	Expansion.Instantiation.Arg2-as-instance	NA	NA	NA	NA	NA	"In der Arbeits-Gruppe können Menschen mit Behinderungen
verschiedene Instrumente ausprobieren"	Dazu gehören...Geräte von einem DJ	NA
390	!5527228.txt	Hypophora	NA	NA	NA	NA	NA	NA	NA	NA	Was ist ein DJ	"DJs arbeiten oft auf Partys.
Sie machen Musik zum Tanzen.
In Berlin machen DJs oft elektronische Musik"	NA
391	!5527228.txt	Implicit	NA	denn	Contingency.Cause.Reason	NA	dort	Temporal.Synchronous	NA	NA	DJs arbeiten oft auf Partys	Sie machen Musik zum Tanzen	NA
392	!5527228.txt	Implicit	NA	besonders	Expansion.Instantiation.Arg2-as-instance	NA	NA	NA	NA	NA	Sie machen Musik zum Tanzen	In Berlin machen DJs oft elektronische Musik	NA
393	!5527228.txt	NoRel	NA	NA	NA	NA	NA	NA	NA	NA	Dazu gehören zum Beispiel auch Geräte von einem DJ	Die Arbeits-Gruppe wird begleitet von Musikern	NA
394	!5527228.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Die Arbeits-Gruppe wird begleitet von Musikern	Sie erklären die Instrumente und Geräte	NA
395	!5527228.txt	Explicit	zum Beispiel	NA	Expansion.Instantiation.Arg2-as-instance	NA	NA	NA	NA	NA	Sie erklären die Instrumente und Geräte	"Dazu gehören...Computer-Programme,
Schlag-Zeug und Platten-Teller für Schall-Platten"	NA
396	!5527228.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	"Dazu gehören zum Beispiel Computer-Programme,
Schlag-Zeug und Platten-Teller für Schall-Platten"	Die Arbeits-Gruppe probiert alles aus	NA
397	!5527228.txt	Explicit	Und dann	NA	Temporal.Asynchronous.Precedence	NA	NA	NA	NA	NA	Die Arbeits-Gruppe probiert alles aus	macht sie selbst Musik	NA
398	!5527228.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Und dann macht sie selbst Musik	"Bisher bekommt die Arbeits-Gruppe Geld
von der Stadt Berlin"	NA
399	!5527228.txt	Explicit	Und	NA	Comparison.Similarity	NA	NA	NA	NA	NA	"Bisher bekommt die Arbeits-Gruppe Geld
von der Stadt Berlin"	"sie bekommt Unterstützung
von Instrumente-Herstellern"	NA
400	!5527228.txt	Explicit	Aber	NA	Comparison.Concession.Arg2-as-denier	NA	NA	NA	NA	NA	"Und sie bekommt Unterstützung
von Instrumente-Herstellern"	es fehlt noch Geld	NA
401	!5527228.txt	NoRel	NA	NA	NA	NA	NA	NA	NA	NA	Aber es fehlt noch Geld	Was ist die inklusive Party	NA
402	!5527228.txt	Hypophora	NA	NA	NA	NA	NA	NA	NA	NA	Was ist die inklusive Party	"In Berlin-Lichtenberg gibt es diesen Club: Mensch Meier.
Dort findet ab und zu eine inklusive Party statt.
Die Party heißt: Spaceship.
Spaceship spricht man so aus: Speys-Schipp.
Das ist Englisch und heißt übersetzt: Raum-Schiff.
Die Party ist für Menschen mit und ohne Behinderungen.
Alle können hier zu elektronischer Musik tanzen.
Es läuft aber auch Hip-Hop und Funk.
Funk spricht man so aus: Fank"	NA
403	!5527228.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	In Berlin-Lichtenberg gibt es diesen Club: Mensch Meier	Dort findet ab und zu eine inklusive Party statt	NA
404	!5527228.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Dort findet ab und zu eine inklusive Party statt	Die Party heißt: Spaceship	NA
405	!5527228.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Spaceship spricht man so aus: Speys-Schipp	Das ist Englisch und heißt übersetzt: Raum-Schiff	NA
406	!5527228.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Die Party heißt: Spaceship	Die Party ist für Menschen mit und ohne Behinderungen	NA
407	!5527228.txt	Implicit	NA	das heißt	Expansion.Level-of-detail.Arg2-as-detail	NA	NA	NA	NA	NA	Die Party ist für Menschen mit und ohne Behinderungen	Alle können hier zu elektronischer Musik tanzen	NA
408	!5527228.txt	Explicit	aber	NA	Comparison.Concession.Arg2-as-denier	NA	NA	NA	NA	NA	Alle können hier zu elektronischer Musik tanzen	Es läuft...auch Hip-Hop und Funk	NA
409	!5527228.txt	Explicit	auch	NA	Comparison.Similarity	NA	NA	NA	NA	NA	Alle können hier zu elektronischer Musik tanzen	Es läuft aber...Hip-Hop und Funk	NA
410	!5527228.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Es läuft aber auch Hip-Hop und Funk	Die Party macht viel Spaß	NA
411	!5527228.txt	Implicit	NA	deshalb	Contingency.Cause+Belief.Result+Belief	NA	NA	NA	NA	NA	Die Party macht viel Spaß	"Es sollte noch viel mehr Partys
für Menschen mit ohne Behinderungen geben"	NA
412	!5527228.txt	Explicit	Denn	NA	Contingency.Cause+Belief.Reason+Belief	NA	NA	NA	NA	NA	"Es sollte noch viel mehr Partys
für Menschen mit ohne Behinderungen geben"	eine gemeinsame Party ist sehr schön	NA
